ATDNNR,Country,Subdivision,Site,PlotCode,Forest_old,Forest,NewForest,Altitude,Latitude,Longitude,PlotSize,PlotType,DBHmin,N,co-author,Owner/contact
2092,Colombia,Caquetá ,Municipio de San Vicente del Caguán. Vereda de Guacamayas ,GU1,Tierra firme,TF,TFPB,,2.35,-74.9,1,single,10,,y,"Dairon Cárdenas, Nicolás Castaño Arboleda"
2108,Colombia,Amazonas,Purite,TP_PURITE,TF,TF,TFPB,,-3.6,-69.92,1,combi,10,595,y,Nicolás Castaño Arboleda
2109,Colombia,Amazonas,Sucu,TP_SUCU,TF,TF,TFPB,,-3.25,-70.06,1,combi,10,613,y,Nicolás Castaño Arboleda
2110,Brazil,Amazonas,Lago Badajós,LG_BAD_01,Varzea – white water floodplain forest,VA,VA,,-3.46,-62.78,0.375,single,10,161,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2111,Brazil,Amazonas,Lago Badajós,LG_BAD_02,Varzea – white water floodplain forest,VA,VA,,-3.46,-62.76,0.375,single,10,162,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2112,Brazil,Amazonas,Lago Badajós,LG_BAD_03,Varzea – white water floodplain forest,VA,VA,,-3.45,-62.74,0.375,single,10,177,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2113,Brazil,Amazonas,Lago Badajós,LG_BAD_04,Varzea – white water floodplain forest,VA,VA,,-3.46,-62.7,0.375,single,10,258,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2114,Brazil,Amazonas,Lago Badajós,LG_BAD_05,Varzea – white water floodplain forest,VA,VA,,-3.48,-62.64,0.375,single,10,216,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2115,Brazil,Amazonas,Lago Badajós,LG_BAD_06,Varzea – white water floodplain forest,VA,VA,,-3.48,-62.7,0.375,single,10,194,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2116,Brazil,Amazonas,Lago Badajós,LG_BAD_07,Varzea – white water floodplain forest,VA,VA,,-3.51,-62.64,0.375,single,10,176,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2117,Brazil,Amazonas,Lago Badajós,LG_BAD_08,Varzea – white water floodplain forest,VA,VA,,-3.51,-62.63,0.375,single,10,231,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2118,Brazil,Amazonas,Lago Badajós,LG_BAD_09,Varzea – white water floodplain forest,VA,VA,,-3.5,-62.6,0.375,single,10,142,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2119,Brazil,Amazonas,Lago Badajós,LG_BAD_10,Varzea – white water floodplain forest,VA,VA,,-3.59,-62.61,0.375,single,10,238,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2120,Brazil,Amazonas,Lago Badajós,LG_BAD_11,Varzea – white water floodplain forest,VA,VA,,-3.57,-62.56,0.375,single,10,242,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2121,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_01,Varzea – white water floodplain forest,VA,VA,,-3.3,-58.96,0.375,single,10,197,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2122,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_02,Varzea – white water floodplain forest,VA,VA,,-3.23,-59.09,0.375,single,10,150,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2123,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_03,Varzea – white water floodplain forest,VA,VA,,-3.27,-59.07,0.375,single,10,243,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2124,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_04,Varzea – white water floodplain forest,VA,VA,,-3.22,-59.11,0.375,single,10,183,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2125,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_05,Varzea – white water floodplain forest,VA,VA,,-3.4,-58.83,0.375,single,10,144,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2126,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_06,Varzea – white water floodplain forest,VA,VA,,-3.18,-59.15,0.375,single,10,144,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2127,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_07,Varzea – white water floodplain forest,VA,VA,,-3.37,-58.79,0.375,single,10,401,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2128,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_08,Varzea – white water floodplain forest,VA,VA,,-3.34,-58.87,0.375,single,10,239,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2129,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_09,Varzea – white water floodplain forest,VA,VA,,-3.33,-58.9,0.375,single,10,191,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2130,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_10,Varzea – white water floodplain forest,VA,VA,,-3.21,-59.04,0.375,single,10,220,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2131,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_11,Varzea – white water floodplain forest,VA,VA,,-3.23,-59.07,0.375,single,10,217,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2132,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_12,Varzea – white water floodplain forest,VA,VA,,-3.24,-59.07,0.375,single,10,206,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2133,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_01,Varzea – white water floodplain forest,VA,VA,,-4.13,-61.91,0.375,single,10,219,y,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2134,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_02,Varzea – white water floodplain forest,VA,VA,,-4.13,-61.89,0.375,single,10,214,y,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2135,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_03,Varzea – white water floodplain forest,VA,VA,,-4.15,-61.89,0.3125,single,10,179,y,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2136,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_04,Varzea – white water floodplain forest,VA,VA,,-4.16,-61.91,0.375,single,10,205,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2137,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_05,Varzea – white water floodplain forest,VA,VA,,-4.15,-61.79,0.375,single,10,295,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2138,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_06,Varzea – white water floodplain forest,VA,VA,,-4.17,-61.79,0.375,single,10,263,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2139,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_07,Varzea – white water floodplain forest,VA,VA,,-4.22,-61.75,0.375,single,10,143,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2140,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_08,Varzea – white water floodplain forest,VA,VA,,-4.25,-61.77,0.375,single,10,158,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2141,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_09,Varzea – white water floodplain forest,VA,VA,,-4.12,-62.06,0.3125,single,10,141,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2142,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_10,Varzea – white water floodplain forest,VA,VA,,-4.27,-61.83,0.375,single,10,211,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2143,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_11,Varzea – white water floodplain forest,VA,VA,,-4.28,-61.87,0.375,single,10,257,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2144,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_12,Varzea – white water floodplain forest,VA,VA,,-4.27,-61.92,0.375,single,10,209,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2145,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_13,Varzea – white water floodplain forest,VA,VA,,-4.28,-61.89,0.375,single,10,239,y,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2146,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_14,Varzea – white water floodplain forest,VA,VA,,-4.26,-61.94,0.375,single,10,273,y,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2147,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_15,Varzea – white water floodplain forest,VA,VA,,-4.36,-61.91,0.375,single,10,189,y,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2148,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_17,Varzea – white water floodplain forest,VA,VA,,-4.26,-61.93,0.3125,single,10,366,y,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2149,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_18,Varzea – white water floodplain forest,VA,VA,,-4.33,-61.87,0.375,single,10,173,y,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2150,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_19,Varzea – white water floodplain forest,VA,VA,,-4.26,-61.76,0.3125,single,10,144,y,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2151,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_20,Varzea – white water floodplain forest,VA,VA,,-4.29,-61.86,0.375,single,10,211,y,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2152,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_21,Varzea – white water floodplain forest,VA,VA,,-4.28,-61.81,0.3125,single,10,156,y,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2156,Guyana,Upper Takutu-Upper Essequibo,Iwokrama 21,IWO_21,,PZ,PZ,139,4.62,-58.72,1,single,10,604,y,Roel Brienen
2157,Guyana,Upper Takutu-Upper Essequibo,Iwokrama 22,IWO_22,,PZ,PZ,97,4.63,-58.74,1,single,10,459,y,Roel Brienen
2158,Bolivia,Santa Cruz,La Chonta 13,LCH_13,,TF,TFPB,381,-15.68,-62.78,1,single,10,429,y,Nataly Ascarrunz
2159,Bolivia,Santa Cruz,La Chonta 16,LCH_16,,TF,TFPB,364,-15.68,-62.78,1,single,10,470,y,Nataly Ascarrunz
2160,Brazil,Acre,"Tres Vertentes, Acrelandia",TRV_01,TF,TF,TFPB,,-9.74,-67.07,1,single,10,355,n,William Balee
2161,Brazil,Amapá,National Forest of Amapá LO1-0500,AP_LO1-0500,Submontane Terra Firme Ombrophilous dense forest ,TF,TFGS,112,0.97,-51.62,0.987412,single,1,312,y,"José Julio de Toledo, Renato Richard Hilário"
2162,Brazil,Amapá,National Forest of Amapá LO1-2500,AP_LO1-2500,Submontane Terra Firme Ombrophilous dense forest,TF,TFGS,124,0.97,-51.64,0.9900019,single,1,317,y,"José Julio de Toledo, Renato Richard Hilário"
2163,Brazil,Amapá,National Forest of Amapá LO2-0500,AP_LO2-0500,Lowland Terra Firme Ombrophilous dense forest,TF,TFGS,99,0.98,-51.62,1.0472705,single,1,298,y,"José Julio de Toledo, Renato Richard Hilário"
2164,Brazil,Amapá,National Forest of Amapá LO2-2500,AP_LO2-2500,Submontane Terra Firme Ombrophilous dense forest,TF,TFGS,129,0.98,-51.64,1.0169866,single,1,285,y,"José Julio de Toledo, Renato Richard Hilário"
2165,Brazil,Amapá,National Forest of Amapá LO2-4500,AP_LO2-4500,Submontane Terra Firme Ombrophilous dense forest,TF,TFGS,124,0.98,-51.66,0.9956156,single,1,363,y,"José Julio de Toledo, Renato Richard Hilário"
2166,Brazil,Pará,"Santarem, B261 T8",SAN_03,Terra firme evergreen forest,TF,TFBS,171,-3.03,-55.01,1,combined,10,588,y,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2170,Brazil,Pará,"Santarem, B363 T3",SAN_05,Terra firme evergreen forest,TF,TFBS,132,-3.3,-54.96,0.5,combined,10,355,y,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2171,Brazil,Pará,"Santarem, B363 T4",SAN_04,Terra firme evergreen forest,TF,TFBS,185,-3.35,-54.97,1,combined,10,212,y,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2176,Brazil,Pará,"Santarem, B399 T3",SAN_06,Terra firme evergreen forest,TF,TFBS,125,-3.5,-54.83,0.5,combined,10,489,y,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2178,Brazil,Pará,"Santarem, BExtraSTM T1",SAN_02,Terra firme evergreen forest,TF,TFBS,198,-2.93,-54.97,0.75,combined,10,568,y,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2181,Brazil,Pará,"Santarem, BExtraSTM T4",SAN_01,Terra firme evergreen forest,TF,TFBS,191,-2.87,-54.97,0.5,combined,10,686,y,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2183,Brazil,Pará,"Paragominas, B549 T1",PAR_02,Terra firme evergreen forest,TF,TFBS,100,-3.79,-48.53,1,combined,10,239,y,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2184,Brazil,Pará,"Paragominas, B549 T2",PAR_03,Terra firme evergreen forest,TF,TFBS,115,-3.77,-48.51,1,combined,10,250,y,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2185,Brazil,Pará,"Paragominas, B549 T3",PAR_01,Terra firme evergreen forest,TF,TFBS,114,-3.73,-48.5,1.25,combined,10,461,y,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2196,Ecuador,Orellana,Yasuni CTFS 25ha plot,YAS_25,TF,TF,TFPB,260,-0.65,-76.4,25,single,10,17437,n,Renato Valencia
2197,Venezuela,Bolivar,Rio Madajano,RMAD_P013,TF,TF,TFGS,333,5.14,-64.49,1,single,10,568,y,Hernan Castellanos
2198,Venezuela,Bolivar,Rio Madajano,RMAD_P014,TF,TF,TFGS,322,5.13,-64.49,1,single,10,717,y,Hernan Castellanos
2199,Venezuela,Bolivar,Rio Madajano,RMAD_P015,TF,TF,TFGS,280,5.15,-64.5,1,single,10,691,y,Hernan Castellanos
2200,Venezuela,Bolivar,Rio Madajano,RMAD_P016,TF,TF,TFGS,306,5.16,-64.5,1,single,10,710,y,Hernan Castellanos
2201,Venezuela,Bolivar,Rio Erebato,RERE_P032,TF,TF,TFGS,277,5.52,-64.61,1,single,10,308,y,Hernan Castellanos
2202,Venezuela,Bolivar,Rio Erebato,RERE_P033,TF,TF,TFGS,302,5.53,-64.61,1,single,10,393,y,Hernan Castellanos
2203,Brazil,Amapá,Cajari River Extractive Reserve,AAjuruxi-VZ,lowland tropical forest (várzea),VA,IG,8,-0.69,-52.09,1.2,single,10,441,y,"Marcelino Carneiro Guedes, Wegliane Campello, José Julio de Toledo"
2204,Brazil,Amapá,Cajari River Extractive Reserve,AMarinho-TF,upland tropical forest,TF,TFGS,94,-0.55,-52.27,1.1,single,10,602,y,"Marcelino Carneiro Guedes, Wegliane Campello, José Julio de Toledo"
2205,Brazil,Amapá,Cajari River Extractive Reserve,BAjuruxi-VZ,lowland tropical forest (várzea),VA,IG,11,-0.65,-51.78,1.175,single,10,460,y,"Marcelino Carneiro Guedes, Wegliane Campello, José Julio de Toledo"
2206,Brazil,Amapá,Cajari River Extractive Reserve,CMartins-TF,upland tropical forest,TF,TFGS,147,-0.55,-52.27,1.2,single,10,480,y,"Marcelino Carneiro Guedes, Wegliane Campello, José Julio de Toledo"
2207,Brazil,Amapá,Cajari River Extractive Reserve,Daniel-SF,transition savana/forest,TF,TFGS,110,-0.65,-51.78,1.075,single,10,457,y,"Marcelino Carneiro Guedes, Janaina Costa, José Julio de Toledo"
2208,Brazil,Amapá,Cajari River Extractive Reserve,K7-SF,transition savana/forest,TF,TFGS,87,-0.32,-51.94,1.025,single,10,359,y,"Marcelino Carneiro Guedes, Janaina Costa, José Julio de Toledo"
2209,Brazil,Amapá,Cajari River Extractive Reserve,Miguel-SF,transition savana/forest,TF,TFGS,110,-0.33,-51.84,1,single,10,376,y,"Marcelino Carneiro Guedes, Janaina Costa, José Julio de Toledo"
2210,Brazil,Amapá,Cajari River Extractive Reserve,NMarinho-TF,upland tropical forest,TF,TFGS,80,-0.55,-52.27,1.175,single,10,592,y,"Marcelino Carneiro Guedes, Wegliane Campello, José Julio de Toledo"
2211,Brazil,Amapá,Cajari River Extractive Reserve,OAjuruxi-VZ,lowland tropical forest (várzea),VA,IG,15,-0.65,-51.78,1.175,single,10,529,y,"Marcelino Carneiro Guedes, Wegliane Campello, José Julio de Toledo"
2212,Brazil,Amazonas,"Perimetral Norte Km 8 / Sítio Sr. Braulino, Benjamim Constant 2",BENCON_2,Terra Firme,TF,TFPB,,-4.45,-70.02,1,single,10,446,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; José ferreira Ramos
2213,Brazil,Amazonas,"Perimetral Norte Km 15 /  Benjamim Constant / AM, Benjamim Constant 3",BENCON_3,Terra Firme,TF,TFPB,,-4.5,-70.03,1,single,10,761,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; José ferreira Ramos
2214,Brazil,Amazonas,"Perimetral Norte Km 12 / Benjamim Constant, Benjamim Constant 4",BENCON_4,Terra Firme,TF,TFPB,,-4.49,-70.01,1,single,10,679,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; José ferreira Ramos
2215,Brazil,Amazonas,"Perimetral Norte Km 10 /  Sítio Sr. Braulino, Benjamim Constant 5",BENCON_5,Terra Firme,TF,TFPB,,-4.49,-69.99,1,single,10,720,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; José ferreira Ramos
2216,Brazil,Amazonas,"UHE Balbina / Rio Uatumã, margem Esquerda, Pres. Figueiredo / Balbina 1",PRES_01,Terra Firme,TF,TFGS,,-1.7,-59.4,1,single,10,600,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2217,Brazil,Amazonas,"UHE Balbina / Rio Uatumã, margem Esquerda Ig. Sta. Luzia, Pres. Figueiredo / Balbina 2",PRES_02,Terra Firme,TF,TFGS,,-1.42,-59.83,1,single,10,533,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2218,Brazil,Amazonas,"UHE Balbina / Proximo a barragem UHE Balbina, Pres. Figueiredo / Balbina 3",PRES_03,Terra Firme,TF,TFGS,,-1.89,-59.44,1,single,10,461,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2219,Brazil,Amazonas,"UHE Balbina / margem direita do Rio Uatumã - Nazaré, Pres. Figueiredo / Balbina 4",PRES_04,Terra Firme,TF,TFGS,,-1.16,-60.24,1,single,10,466,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2220,Brazil,Amazonas,"UHE Balbina / margem esquerda do Rio Uatumã - Nazaré, Pres. Figueiredo / Balbina 5",PRES_05,Igapó,IG,IG,,-1.17,-60.36,1,single,10,495,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2221,Brazil,Amazonas,"UHE Balbina / Rio Pitinga margem Esquerda do Rio Uatumã, Pres. Figueiredo / Balbina 6",PRES_06,Terra Firme,TF,TFGS,,-1.04,-59.55,1,single,10,388,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2222,Brazil,Amazonas,"UHE Balbina / Igarapé do Macucu margem Esquerda do Rio Uatumã, Pres. Figueiredo / Balbina 7",PRES_07,Terra Firme,TF,TFGS,,-1.18,-60.04,1,single,10,483,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2223,Brazil,Amazonas,"UHE Balbina / Igarapé do Caititu margem direita do Rio Uatumã, Pres. Figueiredo / Balbina 9",PRES_09,Terra Firme,TF,TFGS,,-1.79,-59.81,1,single,10,606,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2224,Brazil,Pará,"Igarapé  Ipixuna, Rio Xingu margem direita, Altamira / IG Ipixuna 4",IPIX_01,Terra Firme,TF,TFBS,,-4.59,-52.63,1,single,10,362,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2225,Brazil,Pará,"Rio Xingu margem direita, Altamira / Rio Iriri 27",IRIRI_27,Terra Firme,TF,TFBS,,-5.85,-52.58,1,single,10,363,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2226,Brazil,Pará,"Rio Iriri / afluente do Rio Xingú / PA, Altamira / Rio Iriri 30",IRIRI_30,Igapó,IG,IG,,-4.69,-54.49,1,single,10,275,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2227,Brazil,Pará,"Rio Iriri, Ilha Grande / afluente do Rio Xingú / PA, Altamira / Rio Iriri 31",IRIRI_31,Igapó,IG,IG,,-4.57,-54.07,1,single,10,306,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2228,Brazil,Pará,"Rio Iriri / afluente do Rio Xingú / PA, Altamira / Rio Iriri 34",IRIRI_34,Terra Firme,TF,TFBS,,-3.94,-53.11,1,single,10,458,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
2229,Brazil,Pará,"Rio Iriri / afluente do Rio Xingú / PA, Altamira / Rio Iriri 38",IRIRI_38,Terra Firme,TF,TFBS,,-4.25,-53.41,1,single,10,343,y,Luiz de Souza Coelho; Juan David Revilla Cardenas; Iêda Leão do Amaral; Diogenes de Andrade Lima Filho; Francisca Dionizia de Almeida Matos; José ferreira Ramos
